months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Contract Years,total_premiums_paid,net_value_of_customer,annual_net_value_of_customer,total_net_value_of_customer,policy_bind_year,incident_year,incident_month,incident_day,incident_day_of_week,claim_to_premium_ratio,premium_per_year,contract_value_of_customer,fraudulent_claim_amount
296,46,922167,1993-02-23,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,Unknown,0,2,NO,54900.0,5490.0,5490.0,43920,Mercedes,C300,2013,N,45-55,24.666666666666668,28153.3,-26746.7,-26746.7,-26746.7,1993,2015,1,6,1,1.950037828602686,46.27094594594594,28153.3,0.0
125,35,442795,1996-07-07,OH,500/1000,500,1054.83,7000000,446788,MALE,JD,tech-support,cross-fit,husband,0,-51300,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88660.0,8060.0,16120.0,64480,Mercedes,C300,2007,Y,35-45,10.416666666666666,10987.812499999998,-77672.1875,-77672.1875,-77672.1875,1996,2015,2,25,2,8.068940018770798,101.26368,10987.812499999998,88660.0
177,34,226330,2013-01-23,IL,100/300,2000,1057.77,0,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,Unknown,1,1,NO,18000.0,2250.0,2250.0,13500,Audi,A3,2009,N,25-35,14.75,15602.107499999998,-2397.8925000000017,-2397.8925000000017,-2397.8925000000017,2013,2015,2,16,0,1.153690294724607,71.71322033898305,15602.1075,0.0
238,39,134430,2006-12-06,IN,250/500,2000,1488.02,0,600275,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,2015-02-25,Vehicle Theft,Unknown,Minor Damage,Police,NY,Northbrook,5445 Tree Hwy,9,1,YES,1,3,YES,5500.0,1100.0,550.0,3850,Chevrolet,Tahoe,2010,N,35-45,19.833333333333332,29512.396666666667,24012.396666666667,24012.396666666667,24012.396666666667,2006,2015,2,25,2,0.1863623636575771,75.02621848739496,29512.396666666664,0.0
81,25,524230,2014-02-23,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,9730 2nd Hwy,11,3,Unknown,1,0,Unknown,73920.0,13440.0,6720.0,53760,Honda,Civic,2003,Y,25-35,6.75,6212.025,-67707.975,-67707.975,-67707.975,2014,2015,2,21,5,11.899501370326101,136.34074074074073,6212.025,73920.0
128,28,438817,2007-11-16,OH,500/1000,1000,986.53,0,472720,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,101860.0,18520.0,18520.0,64820,Honda,CRV,2007,N,25-35,10.666666666666666,10522.986666666666,-91337.01333333334,-91337.01333333334,-91337.01333333334,2007,2015,2,16,0,9.679761385867637,92.4871875,10522.986666666666,0.0
449,57,293794,1999-04-17,OH,250/500,2000,1440.68,0,442395,MALE,Associate,tech-support,movies,own-child,25000,0,2015-02-09,Parked Car,Unknown,Minor Damage,None,SC,Riverwood,1845 Best St,8,1,YES,0,1,YES,5390.0,980.0,980.0,3430,Volkswagen,Passat,2008,N,55-65,37.416666666666664,53905.443333333336,48515.443333333336,48515.443333333336,48515.443333333336,1999,2015,2,9,0,0.09998990207111427,38.503697104677066,53905.44333333333,0.0
252,39,868283,2006-02-06,IN,250/500,1000,1086.21,0,455340,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,Unknown,1,2,Unknown,50490.0,5610.0,5610.0,39270,Nissan,Maxima,2001,N,35-45,21.0,22810.41,-27679.59,-27679.59,-27679.59,2006,2015,2,13,4,2.2134630635749204,51.72428571428571,22810.41,0.0
359,47,828890,1993-10-20,OH,100/300,2000,1367.68,0,613247,FEMALE,MD,handlers-cleaners,basketball,unmarried,0,0,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,13,1,NO,0,3,NO,55500.0,5550.0,11100.0,38850,Mercedes,C300,2012,N,45-55,29.916666666666668,40916.42666666667,-14583.573333333326,-14583.573333333326,-14583.573333333326,1993,2015,1,11,6,1.3564234348258497,45.71632311977716,40916.42666666667,0.0
19,32,882920,2006-01-01,OH,500/1000,1000,1215.85,0,454985,MALE,High School,other-service,hiking,husband,42900,-90200,2015-01-02,Vehicle Theft,Unknown,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,1,YES,1,1,YES,7040.0,1280.0,640.0,5120,Nissan,Maxima,2015,N,25-35,1.5833333333333333,1925.0958333333333,-5114.904166666667,-5114.904166666667,-5114.904166666667,2006,2015,1,2,4,3.6569608006527816,767.9052631578948,1925.095833333333,0.0
73,26,918777,2003-04-04,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,Unknown,0,1,YES,40160.0,5020.0,0.0,35140,Chevrolet,Tahoe,2003,N,25-35,6.083333333333333,7246.405833333333,-32913.59416666667,-32913.59416666667,-32913.59416666667,2003,2015,2,12,3,5.542057804058495,195.81205479452058,7246.405833333333,0.0
285,44,212580,2014-07-05,IL,500/1000,1000,1594.45,0,452747,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,YES,2,3,NO,55680.0,6960.0,6960.0,41760,Saab,95,2006,N,35-45,23.75,37868.1875,-17811.8125,-17811.8125,-17811.8125,2014,2015,2,5,3,1.4703634812202195,67.13473684210527,37868.1875,0.0
196,36,602410,1996-01-16,IN,250/500,2000,1463.07,0,615611,MALE,MD,armed-forces,skydiving,own-child,0,0,2015-01-24,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,4939 Best St,3,1,Unknown,1,1,NO,5300.0,530.0,530.0,4240,Jeep,Grand Cherokee,2001,Y,35-45,16.333333333333332,23896.81,18596.81,18596.81,18596.81,1996,2015,1,24,5,0.22178692469831746,89.57571428571428,23896.809999999998,5300.0
223,43,976971,2002-04-19,OH,250/500,500,1734.09,0,451400,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,2015-01-12,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,4964 Elm Lane,6,1,YES,0,3,Unknown,5200.0,650.0,650.0,3900,Accura,MDX,2006,N,35-45,18.583333333333332,32225.172499999997,27025.172499999997,27025.172499999997,27025.172499999997,2002,2015,1,12,0,0.16136453575229118,93.3142600896861,32225.172499999997,0.0
328,48,630226,2005-12-10,IL,250/500,500,1411.43,0,464874,MALE,Masters,armed-forces,bungie-jumping,own-child,45100,-32800,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,YES,2,1,NO,59400.0,5940.0,11880.0,41580,Honda,Civic,2014,N,45-55,27.333333333333332,38579.08666666667,-20820.91333333333,-20820.91333333333,-20820.91333333333,2005,2015,1,16,4,1.5396943041506252,51.63768292682927,38579.08666666667,0.0
285,43,171254,1994-11-07,OH,100/300,2000,1512.58,0,452496,FEMALE,College,sales,paintball,other-relative,47600,0,2015-01-13,Vehicle Theft,Unknown,Minor Damage,Police,SC,Arlington,8718 Apache Lane,7,1,Unknown,1,1,Unknown,2520.0,280.0,280.0,1960,BMW,3 Series,1997,N,35-45,23.75,35923.775,33403.775,33403.775,33403.775,1994,2015,1,13,1,0.07014852976893436,63.687578947368415,35923.775,0.0
30,31,247116,2012-06-02,IL,250/500,2000,1153.35,0,430714,MALE,PhD,craft-repair,golf,not-in-family,0,0,2015-02-02,Vehicle Theft,Unknown,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,1,NO,2,1,YES,5760.0,960.0,960.0,3840,Suburu,Impreza,2011,N,25-35,2.5,2883.375,-2876.625,-2876.625,-2876.625,2012,2015,2,2,0,1.9976589933671478,461.34,2883.375,0.0
342,49,505969,1998-04-07,OH,250/500,500,1722.95,0,472634,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,Unknown,2,0,YES,76700.0,7670.0,7670.0,61360,Suburu,Legacy,2006,N,45-55,28.5,49104.075000000004,-27595.924999999996,-27595.924999999996,-27595.924999999996,1998,2015,2,28,5,1.5619884907718962,60.454385964912284,49104.075000000004,0.0
219,39,653864,2007-04-25,IN,250/500,2000,1281.07,7000000,608371,FEMALE,High School,protective-serv,board-games,unmarried,0,0,2015-01-18,Parked Car,Unknown,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,1,NO,0,2,NO,5920.0,740.0,740.0,4440,Chevrolet,Malibu,2015,N,35-45,18.25,23379.5275,17459.5275,17459.5275,17459.5275,2007,2015,1,18,6,0.2532129873026732,70.19561643835615,23379.5275,0.0
468,62,586367,2000-06-30,IL,100/300,500,1011.92,0,468168,MALE,PhD,machine-op-inspct,paintball,wife,0,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,3,YES,0,3,Unknown,61105.686274509804,7150.0,7150.0,50050,Chevrolet,Tahoe,2009,N,55-65,39.0,39464.88,-21640.806274509807,-21640.806274509807,-21640.806274509807,2000,2015,2,15,6,1.5483560642908278,25.946666666666665,39464.88,0.0
241,39,896890,1996-06-04,IL,250/500,2000,1042.26,0,464107,MALE,JD,sales,kayaking,husband,0,0,2015-01-31,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,NO,1,2,Unknown,19080.0,4240.0,2120.0,12720,Saab,93,1995,N,35-45,20.083333333333332,20932.055,1852.0550000000003,1852.0550000000003,1852.0550000000003,1996,2015,1,31,5,0.9115206318729814,51.89676348547718,20932.055,0.0
223,43,650026,2009-05-09,OH,500/1000,500,1235.1,0,466959,FEMALE,Masters,tech-support,exercise,not-in-family,66400,-34400,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,NO,2,1,NO,54400.0,5440.0,5440.0,43520,BMW,M5,2011,N,35-45,18.583333333333332,22952.274999999998,-31447.725000000002,-31447.725000000002,-31447.725000000002,2009,2015,2,10,1,2.370135422305632,66.4627802690583,22952.274999999998,0.0
128,32,547744,2001-07-08,OH,100/300,2000,768.91,0,443522,FEMALE,College,sales,chess,other-relative,0,-39300,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,1,Unknown,1,0,NO,59800.0,5980.0,5980.0,47840,Ford,F150,1999,Y,25-35,10.666666666666666,8201.706666666667,-51598.293333333335,-51598.293333333335,-51598.293333333335,2001,2015,2,26,3,7.291165415978463,72.0853125,8201.706666666665,59800.0
124,29,598124,1993-09-20,OH,500/1000,500,1301.72,0,441726,MALE,Masters,handlers-cleaners,golf,husband,0,0,2015-02-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,Unknown,0,3,YES,72000.0,7200.0,7200.0,57600,Audi,A3,2005,N,25-35,10.333333333333334,13451.106666666668,-58548.89333333333,-58548.89333333333,-58548.89333333333,1993,2015,2,25,2,5.352719429281159,125.97290322580645,13451.106666666668,0.0
343,48,436126,2009-11-03,IN,250/500,500,1451.54,3000000,473412,MALE,JD,adm-clerical,hiking,husband,0,0,2015-01-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,NO,2,3,NO,65070.0,7230.0,14460.0,43380,Mercedes,C300,2003,N,45-55,28.583333333333332,41489.85166666666,-23580.148333333338,-23580.148333333338,-23580.148333333338,2009,2015,1,8,3,1.5683353250519778,50.78274052478134,41489.85166666666,0.0
404,53,739447,2014-12-10,IN,250/500,500,767.14,0,466201,MALE,Associate,sales,reading,not-in-family,25500,-36700,2015-01-14,Parked Car,Unknown,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,NO,0,1,NO,8800.0,1760.0,880.0,6160,Suburu,Legacy,2002,N,45-55,33.666666666666664,25827.04666666667,17027.04666666667,17027.04666666667,17027.04666666667,2014,2015,1,14,2,0.34072807911705993,22.786336633663367,25827.046666666665,0.0
63,24,427484,1994-01-08,OH,250/500,2000,1620.89,0,469621,FEMALE,High School,handlers-cleaners,movies,other-relative,0,0,2015-02-03,Vehicle Theft,Unknown,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,1,NO,2,0,NO,6120.0,1020.0,1020.0,4080,Toyota,Corolla,2015,N,<25,5.25,8509.6725,2389.6725000000006,2389.6725000000006,2389.6725000000006,1994,2015,2,3,1,0.7191816136284915,308.7409523809524,8509.6725,0.0
210,37,218684,2006-08-05,IN,500/1000,2000,1048.46,0,466676,MALE,High School,priv-house-serv,skydiving,not-in-family,59900,0,2015-01-05,Vehicle Theft,Unknown,Trivial Damage,None,OH,Columbus,3878 Tree Lane,9,1,Unknown,1,2,Unknown,7080.0,1180.0,590.0,5310,Dodge,RAM,1999,N,35-45,17.5,18348.05,11268.05,11268.05,11268.05,2006,2015,1,5,0,0.3858720681489314,59.912,18348.05,0.0
335,50,565564,2007-02-07,OH,100/300,1000,1538.26,6000000,615346,MALE,High School,sales,yachting,other-relative,62200,-31400,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,3,YES,2,3,YES,34320.0,8580.0,4290.0,21450,Volkswagen,Passat,2009,N,45-55,27.916666666666668,42943.09166666667,8623.091666666667,8623.091666666667,8623.091666666667,2007,2015,1,24,5,0.7991972321508446,55.10185074626865,42943.09166666667,0.0
11,40,743163,2001-04-09,OH,500/1000,2000,1217.69,0,440106,FEMALE,MD,prof-specialty,reading,wife,24000,0,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,Unknown,1,0,Unknown,53460.0,9720.0,9720.0,34020,Dodge,Neon,2004,Y,35-45,0.9166666666666666,1116.2158333333334,-52343.784166666665,-52343.784166666665,-52343.784166666665,2001,2015,1,26,0,47.8939631597533,1328.389090909091,1116.2158333333334,53460.0
142,33,604614,1995-02-17,IN,100/300,2000,1362.64,5000000,450332,FEMALE,JD,exec-managerial,cross-fit,wife,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,YES,1,3,Unknown,81360.0,6780.0,13560.0,61020,Suburu,Legacy,2009,Y,25-35,11.833333333333334,16124.573333333334,-65235.426666666666,-65235.426666666666,-65235.426666666666,1995,2015,1,21,2,5.045714904704455,115.15267605633804,16124.573333333336,81360.0
272,43,509928,1995-07-25,OH,100/300,1000,1279.13,0,615226,MALE,PhD,craft-repair,bungie-jumping,other-relative,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,3,Unknown,1,2,YES,81070.0,7370.0,14740.0,58960,Audi,A3,2006,Y,35-45,22.666666666666668,28993.61333333334,-52076.38666666666,-52076.38666666666,-52076.38666666666,1995,2015,2,6,4,2.796133033435869,56.432205882352946,28993.61333333334,81070.0
69,26,593390,2006-03-24,IL,100/300,2000,924.72,0,437688,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,NO,2,2,NO,63120.0,5260.0,10520.0,47340,Audi,A5,2008,N,25-35,5.75,5317.14,-57802.86,-57802.86,-57802.86,2006,2015,1,7,2,11.871043455692345,160.8208695652174,5317.14,0.0
38,28,970607,1995-03-28,OH,250/500,1000,1019.44,0,437387,MALE,Masters,transport-moving,yachting,not-in-family,0,-39700,2015-02-10,Vehicle Theft,Unknown,Trivial Damage,None,NC,Springfield,9742 5th Ridge,17,1,Unknown,2,1,NO,7200.0,1440.0,720.0,5040,BMW,X5,2004,N,25-35,3.1666666666666665,3228.2266666666665,-3971.7733333333335,-3971.7733333333335,-3971.7733333333335,1995,2015,2,10,1,2.230326660251036,321.9284210526316,3228.226666666667,0.0
328,46,174701,1996-06-19,IL,500/1000,500,1314.6,0,458139,FEMALE,MD,prof-specialty,exercise,not-in-family,24800,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,Unknown,2,3,Unknown,70290.0,12780.0,6390.0,51120,Saab,92x,1998,Y,45-55,27.333333333333332,35932.4,-34357.6,-34357.6,-34357.6,1996,2015,2,23,0,1.9561732586746223,48.09512195121951,35932.399999999994,70290.0
281,43,529398,1993-06-16,OH,100/300,1000,1515.18,6000000,443191,MALE,College,priv-house-serv,camping,other-relative,0,0,2015-01-09,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,3,NO,1,0,NO,60190.0,9260.0,9260.0,41670,BMW,X6,1999,N,35-45,23.416666666666668,35480.465000000004,-24709.534999999996,-24709.534999999996,-24709.534999999996,1993,2015,1,9,4,1.6964264701716845,64.70519572953737,35480.465000000004,0.0
246,44,940942,2001-07-11,OH,250/500,2000,1649.18,0,613647,MALE,College,farming-fishing,base-jumping,other-relative,0,-58600,2015-02-22,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Hillsdale,5483 Francis Drive,18,1,YES,1,2,YES,61380.0,11160.0,5580.0,44640,Honda,Civic,2009,Y,35-45,20.5,33808.19,-27571.809999999998,-27571.809999999998,-27571.809999999998,2001,2015,2,22,6,1.8155364129224307,80.44780487804879,33808.19,61380.0
298,49,442677,2008-11-22,OH,250/500,500,1451.01,0,460820,FEMALE,College,other-service,exercise,own-child,47800,0,2015-02-21,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,17,1,NO,2,2,NO,28100.0,2810.0,5620.0,19670,Jeep,Grand Cherokee,2012,N,45-55,24.833333333333332,36033.415,7933.415000000001,7933.415000000001,7933.415000000001,2008,2015,2,21,5,0.7798317200853707,58.42993288590604,36033.415,0.0
330,50,365364,2002-12-28,IL,500/1000,1000,978.46,0,431121,FEMALE,High School,sales,yachting,husband,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,19,1,YES,0,0,NO,49060.0,8920.0,8920.0,31220,Chevrolet,Silverado,1995,N,45-55,27.5,26907.65,-22152.35,-22152.35,-22152.35,2002,2015,2,4,2,1.8232733070335014,35.580363636363636,26907.65,0.0
362,50,114839,2006-01-01,IL,250/500,500,1198.34,4000000,619735,MALE,Associate,sales,board-games,wife,53000,-72500,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,17,3,Unknown,1,1,NO,57060.0,6340.0,6340.0,44380,Mercedes,E400,1995,N,45-55,30.166666666666668,36149.92333333333,-20910.076666666668,-20910.076666666668,-20910.076666666668,2006,2015,1,7,2,1.578426584030561,39.723977900552484,36149.92333333333,0.0
241,38,872734,1990-05-19,IN,100/300,2000,1003.23,0,470485,FEMALE,Associate,tech-support,kayaking,not-in-family,0,0,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,23,3,Unknown,0,3,YES,77880.0,12980.0,12980.0,51920,Accura,MDX,2008,N,35-45,20.083333333333332,20148.202500000003,-57731.7975,-57731.7975,-57731.7975,1990,2015,1,17,5,3.865357219831396,49.95336099585062,20148.2025,0.0
245,41,267885,2013-08-26,IN,500/1000,2000,1212.0,0,620473,MALE,Masters,exec-managerial,basketball,unmarried,24400,-60500,2015-01-28,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,7705 Best Ridge,4,1,YES,0,1,YES,73500.0,7350.0,14700.0,51450,Jeep,Wrangler,1999,N,35-45,20.416666666666668,24745.0,-48755.0,-48755.0,-48755.0,2013,2015,1,28,2,2.9702970297029703,59.36326530612244,24745.0,0.0
371,52,740505,1997-10-12,IL,250/500,1000,1242.96,7000000,449800,FEMALE,High School,other-service,paintball,own-child,0,-37100,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,5838 Pine Lane,2,2,YES,2,0,Unknown,88920.0,6840.0,13680.0,68400,Accura,RSX,2010,N,45-55,30.916666666666668,38428.18,-50491.82,-50491.82,-50491.82,1997,2015,2,22,6,2.3139269150919977,40.20355795148248,38428.18,0.0
343,52,629663,2002-01-21,IL,500/1000,1000,1053.02,0,602402,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,0,0,2015-02-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,7331 Sky Hwy,2,1,Unknown,0,2,NO,47630.0,12990.0,4330.0,30310,Toyota,Corolla,2005,Y,45-55,28.583333333333332,30098.821666666667,-17531.178333333333,-17531.178333333333,-17531.178333333333,2002,2015,2,16,0,1.5824539753577285,36.840349854227405,30098.821666666667,47630.0
377,53,839884,1996-09-02,IL,100/300,500,1693.63,0,452456,FEMALE,MD,craft-repair,kayaking,unmarried,0,-64000,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,10,3,YES,1,3,NO,59040.0,6560.0,6560.0,45920,Saab,93,2015,N,45-55,31.416666666666668,53208.209166666675,-5831.790833333325,-5831.790833333325,-5831.790833333325,1996,2015,2,17,1,1.1096032158320932,53.90864721485411,53208.209166666675,0.0
154,37,241562,2010-01-28,IL,250/500,1000,2047.59,0,439269,FEMALE,MD,farming-fishing,dancing,other-relative,0,-67800,2015-01-09,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,9610 Cherokee St,2,1,Unknown,0,3,NO,79530.0,14460.0,7230.0,57840,Accura,MDX,2000,N,35-45,12.833333333333334,26277.405,-53252.595,-53252.595,-53252.595,2010,2015,1,9,4,3.026554562750774,159.55246753246752,26277.405,0.0
166,34,405533,2014-10-03,OH,100/300,1000,1083.72,0,617774,FEMALE,High School,machine-op-inspct,base-jumping,wife,65600,-68200,2015-02-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,3550 Washington Ave,18,1,NO,0,2,YES,53680.0,4880.0,4880.0,43920,Honda,CRV,2005,N,25-35,13.833333333333334,14991.460000000001,-38688.54,-38688.54,-38688.54,2014,2015,2,9,0,3.58070528154029,78.34120481927711,14991.460000000001,0.0
298,46,667021,2007-05-02,OH,500/1000,1000,1138.42,6000000,477678,MALE,JD,prof-specialty,dancing,own-child,36900,-55000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,18,1,NO,2,3,YES,33550.0,3050.0,6100.0,24400,Volkswagen,Passat,2005,N,45-55,24.833333333333332,28270.763333333336,-5279.236666666664,-5279.236666666664,-5279.236666666664,2007,2015,2,16,0,1.1867383842601111,45.842416107382554,28270.763333333332,0.0
235,42,511621,1990-09-22,IN,250/500,500,1072.62,0,444913,FEMALE,Masters,machine-op-inspct,exercise,husband,39900,-60200,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,7,4,Unknown,2,1,YES,69100.0,6910.0,6910.0,55280,Toyota,Highlander,2006,N,35-45,19.583333333333332,21005.475,-48094.525,-48094.525,-48094.525,1990,2015,2,18,2,3.2896185399282807,54.772085106382974,21005.474999999995,0.0
172,35,476923,2004-09-19,IL,100/300,2000,1219.04,0,456602,MALE,MD,handlers-cleaners,paintball,own-child,63600,-68700,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,19,3,Unknown,2,0,NO,79750.0,14500.0,14500.0,50750,Nissan,Pathfinder,1999,N,35-45,14.333333333333334,17472.906666666666,-62277.09333333334,-62277.09333333334,-62277.09333333334,2004,2015,1,11,6,4.564209122237247,85.0493023255814,17472.906666666666,0.0
27,28,735822,1995-08-28,IN,100/300,2000,1371.78,0,451560,MALE,JD,farming-fishing,polo,other-relative,0,-32500,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,10,3,Unknown,0,2,YES,53600.0,5360.0,10720.0,37520,Audi,A5,2015,Y,25-35,2.25,3086.505,-50513.495,-50513.495,-50513.495,1995,2015,2,4,2,17.36592035327984,609.68,3086.505,53600.0
428,54,492745,2004-02-04,IN,100/300,2000,1506.21,0,453407,MALE,Masters,transport-moving,kayaking,unmarried,0,-24400,2015-01-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,16,3,NO,1,0,Unknown,76560.0,12760.0,6380.0,57420,Nissan,Ultima,2009,N,45-55,35.666666666666664,53721.49,-22838.510000000002,-22838.510000000002,-22838.510000000002,2004,2015,1,22,3,1.4251280074324075,42.230186915887856,53721.49,0.0
99,32,130930,2014-07-23,IN,100/300,1000,1058.21,3000000,618655,MALE,JD,craft-repair,golf,unmarried,0,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,1,YES,1,1,NO,41130.0,4570.0,4570.0,31990,Dodge,RAM,1999,N,25-35,8.25,8730.2325,-32399.7675,-32399.7675,-32399.7675,2014,2015,1,10,5,4.711214735690029,128.2678787878788,8730.2325,0.0
107,26,261119,1997-03-21,IL,500/1000,2000,932.14,0,612550,MALE,MD,sales,cross-fit,own-child,40600,0,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,1273 Rock Lane,2,3,NO,2,3,NO,78650.0,14300.0,7150.0,57200,Audi,A3,1996,Y,25-35,8.916666666666666,8311.581666666667,-70338.41833333333,-70338.41833333333,-70338.41833333333,1997,2015,1,10,5,9.462699538334961,104.53906542056075,8311.581666666665,78650.0
272,41,280709,1991-05-06,OH,500/1000,2000,1608.34,0,466718,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,2015-02-16,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,19,1,Unknown,1,1,Unknown,71060.0,6460.0,12920.0,51680,Saab,92x,2010,N,35-45,22.666666666666668,36455.706666666665,-34604.293333333335,-34604.293333333335,-34604.293333333335,1991,2015,2,16,0,1.9492147182809605,70.95617647058823,36455.706666666665,0.0
